Molec_name	Conn_12	Conn_17	Conn_2	Conn_23	Conn_3	Conn_34	Conn_4	Conn_45	Conn_67	Conn_7	Ox_N1	Ox_O2	Ox_O3	Ox_N4	Ox_O5	Ox_O6	Central_bond	LS	Ox_state	DHI/DHICA	G_rel	E_S1	f_S1	E_S2	f_S2	E_S3	f_S3	G_rel_norm	E_S1_norm	E_S2_norm	E_S3_norm	log_f_S1_norm	log_f_S2_norm	log_f_S3_norm
d.cyc.34.76.1.100-10x	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	1	1	84.9	1.66	0.1334	1.96	0.1181	2.45	0.2255	0.7874	-0.415	-0.453	-0.387	0.5735	0.5984	0.6502
d.lin.c.34.1.100-010	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	98.2	1.95	0.1444	2.22	0.0122	2.84	0.2876	0.8459	-0.281	-0.318	-0.155	0.5866	0.2114	0.6903
d.lin.c.34.2.111-010	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	0	0	1	2	1	80.3	1.84	0.1205	2.34	0.0146	2.46	0.0049	0.7650	-0.332	-0.255	-0.381	0.5567	0.2421	0.0198
d.lin.c.44.1.010-010	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	1	128.7	3.30	0.2000	3.71	0.2300	3.95	0.3749	0.9548	0.346	0.458	0.506	0.6406	0.7120	0.7339
d.lin.c.44.1.010-100	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	114.0	1.35	0.1849	1.55	0.0016	2.10	0.0862	0.9060	-0.559	-0.667	-0.595	0.6276	-0.1348	0.4919
d.lin.c.44.1.100-010	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	114.0	1.35	0.1849	1.55	0.0016	2.10	0.0862	0.9060	-0.559	-0.667	-0.595	0.6276	-0.1348	0.4919
d.lin.c.44.1.100-100	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	1	137.9	1.01	0.1194	1.30	0.0202	1.80	0.0027	0.9826	-0.717	-0.797	-0.774	0.5551	0.2974	-0.0783
d.lin.c.44.2.010-111	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	2	1	86.7	1.78	0.1559	2.19	0.0067	2.68	0.1375	0.7958	-0.360	-0.333	-0.250	0.5993	0.1093	0.5688
d.lin.c.44.2.100-111	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	2	1	107.9	1.42	0.1469	1.91	0.0297	2.04	0.0658	0.8839	-0.527	-0.479	-0.631	0.5895	0.3631	0.4474
d.lin.c.44.2.111-010	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	2	1	86.7	1.78	0.1559	2.19	0.0067	2.68	0.1376	0.7958	-0.360	-0.333	-0.250	0.5993	0.1093	0.5689
d.lin.c.47.1.010-001	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	1	1	95.8	1.53	0.1583	2.03	0.0100	2.65	0.1342	0.8360	-0.476	-0.417	-0.268	0.6019	0.1775	0.5648
d.lin.c.47.1.010-100	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	1	116.5	1.28	0.1211	1.41	0.0503	2.01	0.1188	0.9147	-0.592	-0.740	-0.649	0.5575	0.4529	0.5447
d.lin.c.47.1.100-001	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	1	1	114.4	1.31	0.1702	1.53	0.0008	2.09	0.0792	0.9074	-0.578	-0.677	-0.601	0.6139	-0.2530	0.4779
d.lin.c.47.2.010-111	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	1	2	1	85.6	1.94	0.1454	2.35	0.0167	2.79	0.0057	0.7907	-0.285	-0.250	-0.185	0.5878	0.2650	0.0447
d.lin.c.47.2.100-111	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	1	2	1	108.3	1.46	0.1487	1.91	0.0320	2.05	0.0450	0.8853	-0.508	-0.479	-0.625	0.5915	0.3758	0.3849
d.lin.c.77.1.100-100	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	143.6	1.10	0.1155	1.25	0.0884	1.57	0.0593	0.9989	-0.675	-0.823	-0.911	0.5496	0.5490	0.4303
d.lin.t.34.1.100-010	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	1	1	1	100.0	1.95	0.1290	2.21	0.0109	2.83	0.3271	0.8533	-0.281	-0.323	-0.161	0.5680	0.1922	0.7114
d.lin.t.34.2.111-010	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	0	1	1	2	1	82.4	1.88	0.1088	2.37	0.0229	2.44	0.0106	0.7754	-0.313	-0.240	-0.393	0.5397	0.3188	0.1468
d.lin.t.44.1.010-010	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	1	1	93.4	1.59	0.1502	1.98	0.0021	2.63	0.0942	0.8258	-0.448	-0.443	-0.280	0.5932	-0.0885	0.5065
d.lin.t.44.1.010-100	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	1	1	118.0	1.22	0.1880	1.35	0.0571	2.06	0.0499	0.9199	-0.619	-0.771	-0.619	0.6303	0.4745	0.4019
d.lin.t.47.1.010-001	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	1	1	1	92.7	1.59	0.1357	1.94	0.0031	2.67	0.2085	0.8228	-0.448	-0.464	-0.256	0.5763	-0.0221	0.6373
d.lin.t.47.1.010-100	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	1	1	119.8	1.23	0.2150	1.31	0.0214	2.10	0.0212	0.9260	-0.615	-0.792	-0.595	0.6526	0.3072	0.2610
d.lin.t.47.2.010-111	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	1	2	1	87.1	1.78	0.1636	2.16	0.0077	2.60	0.0807	0.7977	-0.360	-0.349	-0.298	0.6073	0.1330	0.4810
s.cyc.34.45.0.000-0x0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	76.9	3.42	0.2803	3.98	0.3947	4.22	0.0425	0.7476	0.401	0.599	0.667	0.6965	0.8041	0.3755
s.cyc.34.45.1.000-1x1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	1	75.7	1.67	0.0158	2.81	0.0046	3.09	0.0295	0.7412	-0.411	-0.010	-0.006	0.2201	0.0452	0.3154
s.cyc.34.45.1.011-0x0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	58.4	1.63	0.0851	2.61	0.0000	2.92	0.0182	0.6368	-0.429	-0.115	-0.107	0.4990	-1.0000	0.2358
s.cyc.34.45.1.101-0x0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	67.9	1.59	0.1019	2.66	0.1102	3.38	0.1612	0.6975	-0.448	-0.089	0.167	0.5289	0.5866	0.5949
s.cyc.34.45.1.110-0x0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	1	61.5	1.72	0.0711	2.68	0.0379	3.34	0.1755	0.6576	-0.387	-0.078	0.143	0.4693	0.4047	0.6089
s.cyc.34.45.2.110-1x1	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	2	1	58.9	1.75	0.0482	2.22	0.0142	3.05	0.0301	0.6402	-0.374	-0.318	-0.030	0.4049	0.2373	0.3187
s.cyc.34.54.0.000-0x0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	76.0	3.46	0.3047	4.03	0.3607	4.12	0.0892	0.7428	0.420	0.625	0.607	0.7103	0.7887	0.4975
s.cyc.34.54.1.011-0x0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	1	1	59.2	1.49	0.1052	2.52	0.0011	2.64	0.0684	0.6423	-0.494	-0.161	-0.274	0.5342	-0.1987	0.4538
s.cyc.34.54.1.101-0x0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	1	1	64.6	1.74	0.0565	2.81	0.0257	3.51	0.1431	0.6774	-0.378	-0.010	0.244	0.4312	0.3385	0.5753
s.cyc.34.54.1.110-0x0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1	1	62.1	1.52	0.0318	2.46	0.1056	3.12	0.2349	0.6615	-0.480	-0.193	0.012	0.3360	0.5793	0.6569
s.cyc.34.54.2.110-1x1	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	1	1	0	2	1	60.7	1.46	0.0191	2.26	0.0149	3.06	0.0125	0.6524	-0.508	-0.297	-0.024	0.2515	0.2455	0.1740
s.cyc.34.67.0.000-00x	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	73.1	3.56	0.2585	4.00	0.2089	4.03	0.3435	0.7272	0.466	0.609	0.554	0.6831	0.6956	0.7195
s.cyc.34.67.1.011-00x	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	1	57.1	1.42	0.0973	2.54	0.0460	2.57	0.0000	0.6277	-0.527	-0.151	-0.315	0.5212	0.4377	-1.0000
s.cyc.34.67.1.101-00x	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	62.7	1.79	0.0554	2.76	0.0164	3.38	0.1015	0.6654	-0.355	-0.036	0.167	0.4279	0.2619	0.5188
s.cyc.34.67.1.110-00x	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	60.2	1.49	0.0281	2.38	0.0729	2.95	0.2048	0.6490	-0.494	-0.234	-0.089	0.3155	0.5162	0.6344
s.cyc.34.67.2.110-11x	0	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	0	0	2	1	65.9	1.53	0.0184	2.15	0.0176	2.91	0.0056	0.6854	-0.476	-0.354	-0.113	0.2453	0.2739	0.0418
s.cyc.34.76.0.000-00x	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	73.6	3.40	0.2754	3.90	0.0836	3.98	0.1936	0.7299	0.392	0.557	0.524	0.6936	0.5395	0.6251
s.cyc.34.76.1.000-11x	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	1	1	79.1	1.58	0.0085	2.71	0.0114	2.93	0.0268	0.7589	-0.452	-0.063	-0.101	0.1174	0.1999	0.2996
s.cyc.34.76.1.110-00x	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	1	1	58.6	1.75	0.0746	2.56	0.0139	3.19	0.1553	0.6382	-0.374	-0.141	0.054	0.4772	0.2337	0.5888
s.cyc.34.76.2.110-11x	0	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	1	0	2	1	63.1	1.71	0.0461	2.09	0.0054	2.88	0.0450	0.6680	-0.392	-0.385	-0.131	0.3975	0.0725	0.3849
s.cyc.45.43.0.0x0-100	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	94.7	3.58	0.2592	3.71	0.0032	4.00	0.4419	0.8313	0.476	0.458	0.536	0.6835	-0.0167	0.7610
s.lin.c.33.1.000-110	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	100.7	1.82	0.0389	2.48	0.0113	2.61	0.0068	0.8561	-0.341	-0.182	-0.292	0.3694	0.1984	0.0738
s.lin.c.33.2.011-110	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	2	1	87.3	1.82	0.0831	1.91	0.0131	2.37	0.0000	0.7986	-0.341	-0.479	-0.435	0.4951	0.2236	-1.0000
s.lin.c.33.2.101-110	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	2	1	92.4	1.77	0.0693	2.06	0.0399	2.77	0.0003	0.8214	-0.364	-0.401	-0.196	0.4650	0.4134	-0.4400
s.lin.c.33.2.110-011	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	2	1	87.3	1.82	0.0831	1.91	0.0131	2.37	0.0000	0.7986	-0.341	-0.479	-0.435	0.4951	0.2236	-1.0000
s.lin.c.33.2.110-101	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	2	1	92.4	1.77	0.0693	2.06	0.0399	2.77	0.0003	0.8214	-0.364	-0.401	-0.196	0.4650	0.4134	-0.4400
s.lin.c.33.2.110-110	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	2	1	95.7	1.78	0.0626	1.92	0.0069	2.81	0.0030	0.8356	-0.360	-0.474	-0.173	0.4482	0.1143	-0.0610
s.lin.c.34.1.000-110	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	98.9	1.90	0.0323	2.43	0.0549	2.57	0.0194	0.8488	-0.304	-0.208	-0.315	0.3386	0.4678	0.2464
s.lin.c.34.1.110-000	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	100.8	1.85	0.0392	2.44	0.0078	2.63	0.0103	0.8565	-0.327	-0.203	-0.280	0.3706	0.1352	0.1421
s.lin.c.34.2.011-110	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	0	0	2	1	86.4	1.86	0.0654	1.96	0.0320	2.36	0.0000	0.7944	-0.323	-0.453	-0.440	0.4554	0.3758	-1.0000
s.lin.c.34.2.101-110	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	0	0	0	2	1	92.5	1.81	0.0570	2.02	0.0249	2.79	0.0477	0.8219	-0.346	-0.422	-0.185	0.4326	0.3331	0.3945
s.lin.c.34.2.110-011	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	2	1	85.4	1.74	0.1142	1.93	0.0073	2.44	0.0001	0.7897	-0.378	-0.469	-0.393	0.5478	0.1239	-0.6209
s.lin.c.34.2.110-101	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	2	1	94.3	1.89	0.0337	2.01	0.0185	2.65	0.0103	0.8296	-0.309	-0.427	-0.268	0.3456	0.2824	0.1421
s.lin.c.34.2.110-110	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	2	1	94.9	1.83	0.0515	1.95	0.0035	2.83	0.0450	0.8322	-0.336	-0.458	-0.161	0.4158	-0.0014	0.3849
s.lin.c.37.1.000-110	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	101.0	1.90	0.0056	2.64	0.0123	2.75	0.0045	0.8573	-0.304	-0.099	-0.208	0.0483	0.2128	0.0058
s.lin.c.37.1.110-000	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	98.2	1.85	0.0498	2.45	0.0055	2.49	0.0202	0.8459	-0.327	-0.198	-0.363	0.4103	0.0756	0.2530
s.lin.c.37.2.011-110	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	0	2	1	87.3	1.91	0.0530	1.97	0.0127	2.37	0.0000	0.7986	-0.299	-0.448	-0.435	0.4206	0.2183	-1.0000
s.lin.c.37.2.101-110	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	0	2	1	93.5	1.92	0.0270	1.97	0.0327	2.80	0.0251	0.8262	-0.295	-0.448	-0.179	0.3089	0.3795	0.2888
s.lin.c.37.2.110-011	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	0	2	1	85.5	1.77	0.0919	1.92	0.0147	2.44	0.0003	0.7902	-0.364	-0.474	-0.393	0.5118	0.2432	-0.4400
s.lin.c.37.2.110-101	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	0	0	2	1	94.5	1.88	0.0380	1.97	0.0165	2.83	0.0842	0.8305	-0.313	-0.448	-0.161	0.3655	0.2629	0.4880
s.lin.c.37.2.110-110	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	0	2	1	94.5	1.90	0.0309	1.98	0.0092	2.73	0.0124	0.8305	-0.304	-0.443	-0.220	0.3312	0.1633	0.1727
s.lin.c.44.0.000-000	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	105.4	4.09	0.4503	4.27	0.6279	4.33	0.2090	0.8744	0.712	0.750	0.732	0.7750	0.8832	0.6377
s.lin.c.44.1.000-011	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	90.4	1.68	0.0845	2.40	0.0016	2.52	0.0110	0.8126	-0.406	-0.224	-0.345	0.4979	-0.1348	0.1529
s.lin.c.44.1.000-101	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	97.8	2.08	0.0207	2.69	0.0083	2.76	0.0188	0.8443	-0.220	-0.073	-0.202	0.2649	0.1458	0.2412
s.lin.c.44.1.000-110	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	99.8	1.80	0.0215	2.33	0.0395	2.40	0.0155	0.8525	-0.350	-0.260	-0.417	0.2711	0.4117	0.2094
s.lin.c.44.2.011-110	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	2	1	85.6	1.80	0.1082	1.93	0.0073	2.41	0.0004	0.7907	-0.350	-0.469	-0.411	0.5388	0.1239	-0.3927
s.lin.c.44.2.101-101	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	2	1	93.0	2.03	0.0127	2.05	0.0298	2.92	0.0055	0.8241	-0.244	-0.406	-0.107	0.1839	0.3637	0.0388
s.lin.c.44.2.101-110	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	2	1	94.0	1.90	0.0167	2.08	0.0245	2.55	0.0245	0.8284	-0.304	-0.391	-0.327	0.2293	0.3303	0.2848
s.lin.c.44.2.110-011	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	2	1	85.6	1.80	0.1081	1.93	0.0073	2.41	0.0004	0.7907	-0.350	-0.469	-0.411	0.5387	0.1239	-0.3927
s.lin.c.44.2.110-101	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	2	1	94.0	1.90	0.0167	2.08	0.0245	2.55	0.0245	0.8284	-0.304	-0.391	-0.327	0.2293	0.3303	0.2848
s.lin.c.44.2.110-110	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	2	1	95.6	1.86	0.0243	1.92	0.0108	2.97	0.0013	0.8351	-0.323	-0.474	-0.077	0.2914	0.1907	-0.1986
s.lin.c.47.1.000-011	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	1	89.3	1.76	0.0602	2.47	0.0036	2.67	0.0060	0.8077	-0.369	-0.188	-0.256	0.4417	0.0034	0.0532
s.lin.c.47.1.000-101	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	99.4	1.98	0.0172	2.26	0.0340	2.52	0.0288	0.8508	-0.267	-0.297	-0.345	0.2342	0.3862	0.3114
s.lin.c.47.1.000-110	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	1	99.7	2.00	0.0047	2.65	0.0120	2.71	0.0189	0.8520	-0.258	-0.094	-0.232	0.0193	0.2086	0.2421
s.lin.c.47.1.110-000	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	101.0	1.76	0.0236	2.29	0.0398	2.29	0.0191	0.8573	-0.369	-0.281	-0.482	0.2866	0.4130	0.2438
s.lin.c.47.2.011-110	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	2	1	86.1	1.84	0.0750	1.97	0.0122	2.41	0.0001	0.7930	-0.332	-0.448	-0.411	0.4781	0.2114	-0.6209
s.lin.c.47.2.101-011	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	0	0	2	1	84.6	1.89	0.0673	1.99	0.0200	2.42	0.0003	0.7860	-0.309	-0.438	-0.405	0.4602	0.2957	-0.4400
s.lin.c.47.2.110-011	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	2	1	85.0	1.85	0.0684	1.98	0.0385	2.40	0.0262	0.7879	-0.327	-0.443	-0.417	0.4629	0.4073	0.2958
s.lin.c.47.2.110-101	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	0	2	1	94.9	1.90	0.0156	1.95	0.0269	2.99	0.0174	0.8322	-0.304	-0.458	-0.065	0.2180	0.3462	0.2284
s.lin.c.47.2.110-110	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	2	1	95.3	1.91	0.0138	2.02	0.0099	2.66	0.0267	0.8339	-0.299	-0.422	-0.262	0.1977	0.1758	0.2989
s.lin.c.77.1.000-110	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	101.2	1.99	0.0052	2.54	0.0075	2.69	0.0106	0.8581	-0.262	-0.151	-0.244	0.0360	0.1285	0.1468
s.lin.c.77.2.011-110	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	2	1	85.7	1.88	0.0544	1.94	0.0180	2.43	0.0002	0.7912	-0.313	-0.464	-0.399	0.4249	0.2777	-0.5068
s.lin.c.77.2.101-110	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	2	1	94.8	1.97	0.0170	2.02	0.0112	2.67	0.0379	0.8318	-0.271	-0.422	-0.256	0.2322	0.1969	0.3566
s.lin.c.77.2.110-101	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	2	1	94.8	1.97	0.0170	2.02	0.0112	2.67	0.0379	0.8318	-0.271	-0.422	-0.256	0.2322	0.1969	0.3566
s.lin.c.77.2.110-110	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	2	1	95.6	2.01	0.0098	2.01	0.0059	2.98	0.0000	0.8351	-0.253	-0.427	-0.071	0.1410	0.0876	-1.0000
s.lin.t.33.1.000-110	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	100.3	1.86	0.0399	2.56	0.0146	2.69	0.0159	0.8545	-0.323	-0.141	-0.244	0.3736	0.2421	0.2136
s.lin.t.33.2.011-110	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	2	1	86.8	1.86	0.0781	1.94	0.0169	2.38	0.0000	0.7963	-0.323	-0.464	-0.429	0.4848	0.2670	-1.0000
s.lin.t.33.2.101-110	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	0	2	1	93.2	1.85	0.0858	1.99	0.0142	2.85	0.0001	0.8249	-0.327	-0.438	-0.149	0.5004	0.2373	-0.6209
s.lin.t.33.2.110-011	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1	0	2	1	86.8	1.86	0.0781	1.94	0.0169	2.38	0.0000	0.7963	-0.323	-0.464	-0.429	0.4848	0.2670	-1.0000
s.lin.t.33.2.110-101	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	0	2	1	93.2	1.85	0.0858	1.99	0.0142	2.85	0.0001	0.8249	-0.327	-0.438	-0.149	0.5004	0.2373	-0.6209
s.lin.t.33.2.110-110	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	0	2	1	94.6	1.84	0.0597	1.96	0.0030	2.84	0.0001	0.8309	-0.332	-0.453	-0.155	0.4403	-0.0277	-0.6209
s.lin.t.34.1.000-110	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	99.6	1.87	0.0296	2.43	0.0432	2.56	0.0223	0.8516	-0.318	-0.208	-0.321	0.3241	0.4270	0.2693
s.lin.t.34.1.110-000	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	1	1	100.4	1.87	0.0380	2.40	0.0059	2.65	0.0202	0.8549	-0.318	-0.224	-0.268	0.3655	0.0876	0.2530
s.lin.t.34.2.011-110	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	0	2	1	87.0	1.86	0.0437	1.95	0.0457	2.36	0.0000	0.7972	-0.323	-0.458	-0.440	0.3886	0.4366	-1.0000
s.lin.t.34.2.101-110	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	0	1	0	2	1	93.6	1.82	0.0477	1.98	0.0375	2.79	0.0415	0.8266	-0.341	-0.443	-0.185	0.4031	0.4029	0.3715
s.lin.t.34.2.110-011	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	1	0	2	1	85.8	1.74	0.1262	1.93	0.0036	2.40	0.0001	0.7916	-0.378	-0.469	-0.417	0.5643	0.0034	-0.6209
s.lin.t.34.2.110-101	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	1	1	0	2	1	94.1	1.89	0.0274	2.05	0.0209	2.70	0.0071	0.8288	-0.309	-0.406	-0.238	0.3113	0.3032	0.0809
s.lin.t.34.2.110-110	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	1	0	2	1	95.4	1.83	0.0433	1.94	0.0135	2.80	0.0368	0.8343	-0.336	-0.464	-0.179	0.3871	0.2287	0.3518
s.lin.t.37.1.000-110	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	1	100.9	1.93	0.0050	2.69	0.0138	2.78	0.0079	0.8569	-0.290	-0.073	-0.190	0.0295	0.2325	0.0984
s.lin.t.37.1.110-000	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	1	101.4	1.86	0.0378	2.40	0.0033	2.54	0.0165	0.8589	-0.323	-0.224	-0.333	0.3646	-0.0114	0.2197
s.lin.t.37.2.011-110	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	1	0	2	1	87.0	1.91	0.0564	1.98	0.0067	2.38	0.0000	0.7972	-0.299	-0.443	-0.429	0.4309	0.1093	-1.0000
s.lin.t.37.2.101-110	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	0	2	1	93.3	1.91	0.0172	2.04	0.0577	2.94	0.0451	0.8253	-0.299	-0.411	-0.095	0.2342	0.4763	0.3852
s.lin.t.37.2.110-011	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1	0	2	1	85.1	1.81	0.0994	1.93	0.0111	2.43	0.0005	0.7883	-0.346	-0.469	-0.399	0.5248	0.1953	-0.3559
s.lin.t.37.2.110-101	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	1	0	2	1	95.2	1.87	0.0397	1.95	0.0233	2.76	0.1048	0.8335	-0.318	-0.458	-0.202	0.3727	0.3217	0.5241
s.lin.t.37.2.110-110	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	1	0	2	1	95.7	1.91	0.0228	1.99	0.0097	2.80	0.0057	0.8356	-0.299	-0.438	-0.179	0.2809	0.1724	0.0447
s.lin.t.44.1.000-110	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	99.6	1.88	0.0272	2.25	0.0165	2.53	0.0437	0.8516	-0.313	-0.302	-0.339	0.3101	0.2629	0.3801
s.lin.t.44.2.011-110	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	2	1	85.7	1.75	0.1123	1.92	0.0116	2.41	0.0010	0.7912	-0.374	-0.474	-0.411	0.5450	0.2028	-0.2418
s.lin.t.44.2.101-110	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	2	1	93.9	1.89	0.0178	2.09	0.0192	2.56	0.0318	0.8279	-0.309	-0.385	-0.321	0.2398	0.2887	0.3277
s.lin.t.44.2.110-011	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	1	0	2	1	85.7	1.75	0.1123	1.92	0.0116	2.41	0.0010	0.7912	-0.374	-0.474	-0.411	0.5450	0.2028	-0.2418
s.lin.t.44.2.110-101	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	1	0	2	1	93.9	1.89	0.0178	2.09	0.0192	2.56	0.0318	0.8279	-0.309	-0.385	-0.321	0.2398	0.2887	0.3277
